id,provider,name,name_en,category,country,base_price,currency,external_link,brochure_link,benefits,benefits_en,min_age,max_age,tags
plan_7353f5ddf5e6074b,AXA Colpatria,Plan Original,Original Plan,salud,CO,240000.00,COP,https://www.axacolpatria.co/nuestra-oferta-planes-de-salud,,Acceso directo e ilimitado a todas las especialidades médicas | Atención de médico domiciliario (5 consultas por vigencia sin cobro) | Exámenes de diagnóstico simple y especializado ilimitados | Terapias | Acceso a procedimientos de hospitalización y cirugía ilimitados | Habitación individual en caso de hospitalización | Urgencias odontológicas | Asistencia de urgencias internacionales,Direct and unlimited access to all medical specialties | Home doctor care (5 consultations per validity period without charge) | Unlimited simple and specialized diagnostic tests | Therapies | Unlimited access to hospitalization and surgical procedures | Private room in case of hospitalization | Dental emergencies | International emergency assistance,,,odontologia | internacional
plan_c64aadcdb9e45262,Bmi Cos.,BMI Travel Assist - Clásico,BMI Travel Assist - Classic,viaje,CO,18.25,COP,https://www.bmitravelassist.com/Plans?plan=0,,Medical Assistance for Accident | Medical Assistance for Illness | Medical Assistance in Case of Pre-Existing Medical Condition | Prescription Drugs | Dental Emergency | Repatriation or Sanitary Transfer | Repatriation of Mortal Remains | Accidental Death,Medical Assistance for Accident | Medical Assistance for Illness | Medical Assistance in Case of Pre-Existing Medical Condition | Prescription Drugs | Dental Emergency | Repatriation or Sanitary Transfer | Repatriation of Mortal Remains | Accidental Death,,,odontologia | viaje
plan_7d8e60c414a0bf45,Colmena Seguros,Seguro de Vida con Devolución de Prima Banco Caja Social (Plan D),Life Insurance with Premium Refund Banco Caja Social (Plan D),vida,CO,600000.00,COP,https://www.colmenaseguros.com/soluciones-para-personas/protege-tu-vida/seguro-de-vida-con-devolucion-de-prima-banco-caja-social,,"Muerte por cualquier causa: Protección en caso de tu fallecimiento por cualquier motivo a excepción de muerte por guerra civil y/o internacional, tus beneficiarios recibirán la suma estipulada en tu póliza. | Sobrevivencia: Si gozas de la vida al finalizar la vigencia de tu “Seguro de Vida con Devolución de Prima Banco Caja Social”, recibirás el 50% del valor de la prima de tu plan. | Enfermedades graves (Cáncer): Al ser diagnosticado por primera vez, durante la vigencia de tu seguro, te entregaremos un porcentaje de la suma asegurada que corresponda a tu póliza. Se cubren los siguientes tipos de cáncer: Cáncer Invasivo, Cáncer Metastásico, Cáncer de Mama, Próstata y Cérvix, Cáncer de piel, Cáncer In Situ. | Incapacidad total temporal: En caso de que tengas una enfermedad o accidente que resulte en una incapacidad total temporal, recibirás un monto asegurado proporcional al tiempo que tengas en tu incapacidad médica.","Death for any cause: Protection in case of your death for any reason (except civil and/or international war), your beneficiaries will receive the agreed-upon sum. | Survival: If you are alive at the end of the policy term of your ""Life Insurance with Premium Refund Banco Caja Social"", you will receive 50% of the premium value of your plan. | Critical Illnesses (Cancer): If diagnosed for the first time during the validity of your insurance, we will deliver a percentage of the insured sum corresponding to your policy. The following types of cancer are covered: Invasive Cancer, Metastatic Cancer, Breast, Prostate and Cervical Cancer, Skin Cancer, In Situ Cancer. | Temporary Total Disability: In case of an illness or accident resulting in temporary total disability, you will receive an insured amount proportional to the time you are on medical leave.",,,internacional
plan_7fb60edcb816f5ff,Colmena Seguros,Seguro de Vida con Devolución de Prima Banco Caja Social (Plan C),Life Insurance with Premium Refund Banco Caja Social (Plan C),vida,CO,450000.00,COP,https://www.colmenaseguros.com/soluciones-para-personas/protege-tu-vida/seguro-de-vida-con-devolucion-de-prima-banco-caja-social,,"Muerte por cualquier causa: Protección en caso de tu fallecimiento por cualquier motivo a excepción de muerte por guerra civil y/o internacional, tus beneficiarios recibirán la suma estipulada en tu póliza. | Sobrevivencia: Si gozas de la vida al finalizar la vigencia de tu “Seguro de Vida con Devolución de Prima Banco Caja Social”, recibirás el 50% del valor de la prima de tu plan. | Enfermedades graves (Cáncer): Al ser diagnosticado por primera vez, durante la vigencia de tu seguro, te entregaremos un porcentaje de la suma asegurada que corresponda a tu póliza. Se cubren los siguientes tipos de cáncer: Cáncer Invasivo, Cáncer Metastásico, Cáncer de Mama, Próstata y Cérvix, Cáncer de piel, Cáncer In Situ. | Incapacidad total temporal: En caso de que tengas una enfermedad o accidente que resulte en una incapacidad total temporal, recibirás un monto asegurado proporcional al tiempo que tengas en tu incapacidad médica.","Death for any cause: Protection in case of your death for any reason (except civil and/or international war), your beneficiaries will receive the agreed-upon sum. | Survival: If you are alive at the end of the policy term of your ""Life Insurance with Premium Refund Banco Caja Social"", you will receive 50% of the premium value of your plan. | Critical Illnesses (Cancer): If diagnosed for the first time during the validity of your insurance, we will deliver a percentage of the insured sum corresponding to your policy. The following types of cancer are covered: Invasive Cancer, Metastatic Cancer, Breast, Prostate and Cervical Cancer, Skin Cancer, In Situ Cancer. | Temporary Total Disability: In case of an illness or accident resulting in temporary total disability, you will receive an insured amount proportional to the time you are on medical leave.",,,internacional
plan_5ff6915c888e5a18,Colmena Seguros,Seguro de Vida con Devolución de Prima Banco Caja Social (Plan A),Life Insurance with Premium Refund Banco Caja Social (Plan A),vida,CO,150000.00,COP,https://www.colmenaseguros.com/soluciones-para-personas/protege-tu-vida/seguro-de-vida-con-devolucion-de-prima-banco-caja-social,,"Muerte por cualquier causa: Protección en caso de tu fallecimiento por cualquier motivo a excepción de muerte por guerra civil y/o internacional, tus beneficiarios recibirán la suma estipulada en tu póliza. | Sobrevivencia: Si gozas de la vida al finalizar la vigencia de tu “Seguro de Vida con Devolución de Prima Banco Caja Social”, recibirás el 50% del valor de la prima de tu plan. | Enfermedades graves (Cáncer): Al ser diagnosticado por primera vez, durante la vigencia de tu seguro, te entregaremos un porcentaje de la suma asegurada que corresponda a tu póliza. Se cubren los siguientes tipos de cáncer: Cáncer Invasivo, Cáncer Metastásico, Cáncer de Mama, Próstata y Cérvix, Cáncer de piel, Cáncer In Situ. | Incapacidad total temporal: En caso de que tengas una enfermedad o accidente que resulte en una incapacidad total temporal, recibirás un monto asegurado proporcional al tiempo que tengas en tu incapacidad médica.","Death for any cause: Protection in case of your death for any reason (except civil and/or international war), your beneficiaries will receive the agreed-upon sum. | Survival: If you are alive at the end of the policy term of your ""Life Insurance with Premium Refund Banco Caja Social"", you will receive 50% of the premium value of your plan. | Critical Illnesses (Cancer): If diagnosed for the first time during the validity of your insurance, we will deliver a percentage of the insured sum corresponding to your policy. The following types of cancer are covered: Invasive Cancer, Metastatic Cancer, Breast, Prostate and Cervical Cancer, Skin Cancer, In Situ Cancer. | Temporary Total Disability: In case of an illness or accident resulting in temporary total disability, you will receive an insured amount proportional to the time you have on medical leave.",,,internacional
plan_07113a5a44650034,Colmena Seguros,Seguro de Vida con Devolución de Prima Banco Caja Social (Plan B),Life Insurance with Premium Refund Banco Caja Social (Plan B),vida,CO,300000.00,COP,https://www.colmenaseguros.com/soluciones-para-personas/protege-tu-vida/seguro-de-vida-con-devolucion-de-prima-banco-caja-social,,"Muerte por cualquier causa: Protección en caso de tu fallecimiento por cualquier motivo a excepción de muerte por guerra civil y/o internacional, tus beneficiarios recibirán la suma estipulada en tu póliza. | Sobrevivencia: Si gozas de la vida al finalizar la vigencia de tu “Seguro de Vida con Devolución de Prima Banco Caja Social”, recibirás el 50% del valor de la prima de tu plan. | Enfermedades graves (Cáncer): Al ser diagnosticado por primera vez, durante la vigencia de tu seguro, te entregaremos un porcentaje de la suma asegurada que corresponda a tu póliza. Se cubren los siguientes tipos de cáncer: Cáncer Invasivo, Cáncer Metastásico, Cáncer de Mama, Próstata y Cérvix, Cáncer de piel, Cáncer In Situ. | Incapacidad total temporal: En caso de que tengas una enfermedad o accidente que resulte en una incapacidad total temporal, recibirás un monto asegurado proporcional al tiempo que tengas en tu incapacidad médica.","Death for any cause: Protection in case of your death for any reason (except civil and/or international war), your beneficiaries will receive the agreed-upon sum. | Survival: If you are alive at the end of the policy term of your ""Life Insurance with Premium Refund Banco Caja Social"", you will receive 50% of the premium value of your plan. | Critical Illnesses (Cancer): If diagnosed for the first time during the validity of your insurance, we will deliver a percentage of the insured sum corresponding to your policy. The following types of cancer are covered: Invasive Cancer, Metastatic Cancer, Breast, Prostate and Cervical Cancer, Skin Cancer, In Situ Cancer. | Temporary Total Disability: In case of an illness or accident resulting in temporary total disability, you will receive an insured amount proportional to the time you are on medical leave.",,,internacional
plan_726ba1c7b51b13fd,Chubb,AP+Mascotas,AP+Pets,mascotas,CO,28000.00,COP,https://www.segurosfalabella.com.co/seguro-de-mascotas/mascotas,,Gastos veterinarios por lesiones o enfermedades | Esterilización | Vacunación | Responsabilidad civil | Controles médicos a domicilio | Medicamentos a domicilio | Servicios exequiales | Traslado de Emergencia,Veterinary medical expenses | Sterilization | Vaccination | Civil liability | Home medical check-ups | Medication delivery | Funeral services | Emergency Transfer,,,mascotas
plan_c072906a28194d6a,Chubb,Hogar Protegido Chubb,Chubb Protected Home,hogar,CO,150000.00,COP,https://www.chubb.com/co-es/hogar-protegido-chubb.html,,"Este producto aplica para propietarios o arrendatarios. | Cuentas con cobertura de incendio y terremoto para tu vivienda o los contenidos de tu casa. | Puedes cubrir las mejoras locativas de tu casa. | No se necesitan relación de bienes para asegurar los contenidos de tu hogar. | En caso de siniestro, la indemnización es a valor comercial. | Contamos con cobertura de hurto de contenidos en caso de eventos como la llamada millonaria. | Los daños ocasionados por tu mascota pueden contar con cobertura a través de la responsabilidad civil familiar.","This product applies to owners or tenants. | You have fire and earthquake coverage for your home or its contents. | You can cover the structural improvements to your house. | No list of assets is needed to insure the contents of your home. | In case of a claim, compensation is at commercial value. | We have coverage for theft of contents in events such as the 'million-dollar call' (phone scam). | Damages caused by your pet may be covered through family civil liability.",,,familiar | hogar
plan_1f3f668ebde0bd7b,Allianz,Travel Light,Travel Light,viaje,CO,30000.00,COP,https://www.allianz.co/seguros/personas/asistencia-internacional.html,,Asistencia médica por accidente o enfermedad | Medicamentos | Traslado médico de emergencia | Repatriación médica | Repatriación de restos mortales | Urgencia Odontológica | Transporte de acompañante | Regreso de dependientes,Medical assistance due to accident or illness | Medications | Emergency medical transfer | Medical repatriation | Repatriation of mortal remains | Dental emergency | Companion transport | Return of dependents,,,odontologia | viaje
plan_40df6618df0f5868,Allianz,Travel Premium,Travel Premium,viaje,CO,75000.00,COP,https://www.allianz.co/seguros/personas/asistencia-internacional.html,,Asistencia médica por accidente o enfermedad | Medicamentos | Traslado médico de emergencia | Repatriación médica | Repatriación de restos mortales | Urgencia Odontológica | Transporte de acompañante | Regreso de dependientes,Medical assistance due to accident or illness | Medications | Emergency medical transfer | Medical repatriation | Repatriation of mortal remains | Dental emergency | Companion transport | Return of dependents,,,odontologia | viaje
plan_8110023df2b0803e,Allianz,Travel Estandar,Travel Standard,viaje,CO,50000.00,COP,https://www.allianz.co/seguros/personas/asistencia-internacional.html,,Asistencia médica por accidente o enfermedad | Medicamentos | Traslado médico de emergencia | Repatriación médica | Repatriación de restos mortales | Urgencia Odontológica | Transporte de acompañante | Regreso de dependientes,Medical assistance due to accident or illness | Medications | Emergency medical transfer | Medical repatriation | Repatriation of mortal remains | Dental emergency | Companion transport | Return of dependents,,,odontologia | viaje
plan_07d70dec3c63833e,Allianz,EsenciAll 2,Essential 2,vida,CO,199000.00,COP,https://www.allianz.co/seguros/personas/vida/esencial.html,,"Garantiza el bienestar de quienes amas. | Asegúrate rápidamente, con una solicitud sencilla y sin exámenes médicos. | Cobertura en todo el país y sin límites a tu actividad económica.","Guarantees the well-being of those you love. | Get insured quickly, with a simple application and no medical exams. | Coverage throughout the country and without limits to your economic activity.",,,
plan_9b9d39d70eced811,Seguros Bolívar,SEGURO DE SALUD INTEGRAL,COMPREHENSIVE HEALTH INSURANCE,salud,CO,374000.00,COP,https://queseguro.co/Seguros/Bolivar/Seguro-De-Salud-Integral,,Atención Ambulatoria | Atención Hospitalaria | Servicios en Urgencia | Examenes de Diagnóstico | Maternidad y Recién Nacido | Servicios a Domicilio o Telemedicina | Prótesis | Tratamiento contra el Cáncer,Outpatient Care | Hospitalization Care | Emergency Services | Diagnostic Exams | Maternity and Newborn | Home Services or Telemedicine | Prosthetics | Cancer Treatment,,,
plan_8122260c98709695,Seguros SURA,Ala Azul,Blue Wing (Seguro Ala Azul),salud,MX,676.80,MXN,https://tuseguro.segurossura.com.mx/ala-azul/,,"Cotización y contratación 100% digital. | Deducible de $4,000 atendiéndote dentro de la red médica Ala Azul y $8,000 fuera de la red. | En caso de acceder a la red se elimina el coaseguro, salvo para enfermedad por reembolso en que aplicará un coaseguro del 10%. | Suma asegurada hasta $1,200,000 M.N. por padecimiento, incluyendo fracturas por accidente. | Maternidad y sus complicaciones. | Puedes aumentar tu protección con una indemnización por diagnóstico de enfermedades graves (hasta $100 mil pesos). | Tratamiento médico o quirúrgico de afecciones de la próstata. | Infección por Virus de Inmunodeficiencia Humana (VIH), Síndrome de Inmunodeficiencia Adquirida (SIDA) y sus complicaciones, siempre y cuando los anticuerpos sean detectados después del periodo de espera con los estudios serelógicos: ELISA y Western Blot.","100% digital quotation and contracting. | Deductible of $4,000 when attended within the Ala Azul medical network and $8,000 outside the network. | If you access the network, the co-insurance is eliminated, except for reimbursement for illness where a 10% co-insurance will apply. | Insured sum up to $1,200,000 M.N. per ailment, including fractures due to accident. | Maternity and its complications. | You can increase your protection with compensation for diagnosis of serious illnesses (up to $100 thousand pesos). | Medical or surgical treatment for prostate conditions. | Human Immunodeficiency Virus (HIV) infection, Acquired Immunodeficiency Syndrome (AIDS) and its complications, provided that antibodies are detected after the waiting period with serological studies: ELISA and Western Blot.",,36,auto
plan_d0cc128fe0591a4e,Seguros SURA,Seguro de Vida Práctico,Practical Life Insurance,vida,MX,66.67,MXN,https://www.segurossura.com.mx/personas/vida-y-ahorro/vida-practico/,,"Fácil contratación y renovación automática. ¡Acepta múltiples métodos de pago. | No requieres examen médico para contratar. | Plazo de protección a 1 año. | Fallecimiento accidental o pérdida de miembros: en caso de fallecer o perder alguna parte de tu cuerpo en un accidente, tú o tus beneficiarios recibirán la suma asegurada para este beneficio por $90 mil pesos.","Easy contracting and automatic renewal. Accepts multiple payment methods. | No medical examination required for contracting. | 1-year protection term. | Accidental death or loss of members: in case of death or loss of any part of your body in an accident, you or your beneficiaries will receive the insured sum for this benefit of $90,000 pesos.",18,70,Life Insurance | Accidental Death | Easy Contracting | odontologia | auto
plan_2f234283be429fcf,Seguros SURA,Seguro de Protección Cibernética,Cyber Protection Insurance,otros,MX,10000.00,MXN,https://www.segurossura.com.mx/pymes/seguro-de-proteccion-cibernetica/,,Protección ante daños a terceros | Recuperación de información digital | Interrupción de la actividad empresarial | Extorsión cibernética | Transacciones bancarias fraudulentas | Acompañamiento en el manejo de crisis,Protection against damages to third parties | Digital information recovery | Business interruption | Cyber extortion | Fraudulent banking transactions | Accompaniment in crisis management,,,Cyber | Business | Digital Protection | SMEs | Mexico | auto
plan_10f933a75e9e06ce,Seguros SURA,Salud Evoluciona,Health Evoluciona Policy,salud,CO,389572.00,COP,https://www.sura.co/seguros/personas/salud/poliza/evoluciona,,Gastos hospitalarios y quirúrgicos para tu tratamiento | Honorarios del personal de salud | Tratamientos por | Otros | Cirugías ambulatorias programadas | Atención médica hospitalaria domiciliaria | Consulta externa ambulatoria ilimitada con copago | Urgencias por enfermedad ilimitadas con copago,Hospital and surgical expenses for your treatment | Health personnel fees | Treatments for | Others | Scheduled outpatient surgeries | Home hospital medical care | Unlimited outpatient external consultation with copayment | Unlimited emergency care for illness with copayment,0,0,National coverage | comprehensive | family
plan_6e58fdb56ea0f622,Seguros SURA,Salud Clásico,Classic Health Policy,salud,CO,503355.00,COP,https://www.sura.co/seguros/personas/salud/poliza/clasica,,"Acceder a coberturas hospitalarias y ambulatorias. | Solicitar el servicio de emergencias o urgencias domiciliarias. | Programar tus citas directamente con nuestros especialistas, ahorrando tiempo y tratando tus condiciones de salud al instante. | Habitación individual con cama de acompañante, en caso de hospitalización. | Acceso ilimitado a la Unidad de Cuidados Intensivos. | Trasplante y donación de órganos. | Maternidad, complicaciones y atención del parto. | Medicamentos y exámenes prehospitalarios y poshospitalarios, o prequirúrgicos y posquirúrgicos.","Access to hospital and outpatient coverage. | Request home emergency or urgent care services. | Schedule your appointments directly with our specialists, saving time and treating your health conditions instantly. | Individual room with a companion bed, in case of hospitalization. | Unlimited access to the Intensive Care Unit. | Organ transplant and donation. | Maternity, complications, and childbirth care. | Pre-hospital and post-hospital, or pre-surgical and post-surgical medications and exams.",0,0,National coverage | comprehensive | family
plan_c2c201059b9d99b4,Seguros SURA,Salud Global,Global Health Policy,salud,CO,601726.00,COP,https://www.sura.co/seguros/personas/salud/poliza/global,https://suseguro.co/brochure-poliza-de-salud-plan-global,"Cobertura integral: protege tanto en Colombia como en el extranjero. | Atención de calidad: acceso a una amplia red de profesionales y servicios médicos. | Flexibilidad y comodidad: facilidades para programar tratamientos y gestionar tu salud desde cualquier lugar a través de la app. | Tranquilidad y seguridad: asegura atención oportuna en emergencias y tratamientos complejos, brindando paz mental a ti y a tu familia.","Comprehensive coverage: protects both in Colombia and abroad. | Quality care: access to a wide network of medical professionals and services. | Flexibility and convenience: easy scheduling of treatments and health management from anywhere through the app. | Peace of mind and security: ensures timely attention in emergencies and complex treatments, providing peace of mind for you and your family.",0,0,International coverage | comprehensive | family | travelers
plan_56847ba01a59cfc9,Chubb,Home Insurance Básico,Household Insurances (Basic),hogar,MX,125.00,MXN,https://www.chubb.com/mx-es/personas-y-familias/hogar.html,,Incendio Edificio | Resto de los riesgos edificio | Gastos Extras | Remonición de escombros | Incendio de contenidos | Resto de riesgos contenidos | Mascotas | Cristales,Building Fire | Other building risks | Extra Expenses | Debris Removal | Contents Fire | Other contents risks | Pets | Glass,,,mascotas | hogar
plan_729db9b365455d92,Allianz,Travel Insurance,Travel Insurance,viaje,MX,691.00,MXN,https://booking.allianztravel.com.mx/B2C/TRAVEL/MX/step-1,,Urgencias Médicas 10.000US$ | Servicio de cancelación de viajes 500US$ | Servicio de interrupción de viaje 10.000US$ | Servicio de demora de viaje 300US$ | Sublímite dental 750US$ | Transporte de urgencia 50.000 US$ | Pérdida/daño de equipaje 500US$ | Retraso del equipage 200US$,"Emergency Medical Expenses 10,000US$ | Trip Cancellation Service 500US$ | Trip Interruption Service 10,000US$ | Travel Delay Service 300US$ | Dental Sublimit 750US$ | Emergency Transportation 50,000 US$ | Lost/Damaged Luggage 500US$ | Luggage Delay 200US$",,,odontologia | viaje
plan_f57afa02127cb742,Hdi Seguros,Pet Insurance,HDI Seguros Pet Insurance,mascotas,CO,23455.00,COP,https://hdiseguro.mx/blog/seguro-para-mascotas-hdi/,,Cobertura integral | Asistencia veterinaria 24/7 | Flexibilidad | Beneficios adicionales | Responsabilidad civil | Gastos veterinarios | Accidentes | Enfermedades,Comprehensive coverage | 24/7 veterinary assistance | Flexibility | Additional benefits | Civil liability | Veterinary expenses | Accidents | Illnesses,0.25,12.99,Responsabilidad Civil Extracontractual | Asistencia Mascotas | Perros y Gatos | Veterinary Assistance | Emergency | mascotas
plan_c4ea438e41fb372c,AXA Colpatria,Asistencia de Mascotas,AXA Colpatria Pet Assistance Plus,mascotas,CO,28000.00,COP,https://www.scotiabankcolpatria.com/personas/seguros/asistencias/mascotas,,Consulta médica por emergencia | Orientación médica veterinaria telefónica | Medicamentos a domicilio | Vacunación a domicilio | Traslado de mascota por accidente o necesidad del afiliado | Eutanasia por enfermedad o accidente | Cremación por enfermedad o accidente | Referencia y coordinación de cementerios de mascotas,Emergency medical consultation | Telephone veterinary medical orientation | Medication home delivery | Vacunación a domicilio | Pet transfer due to accident or affiliate's need | Euthanasia due to illness or accident | Cremation due to illness or accident | Reference and coordination of pet cemeteries,,,mascotas
plan_c072906a28194d6a,Chubb,Hogar Protegido Chubb,Chubb Protected Home,hogar,CO,150000.00,COP,https://www.chubb.com/co-es/hogar-protegido-chubb.html,,"Este producto aplica para propietarios o arrendatarios. | Cuentas con cobertura de incendio y terremoto para tu vivienda o los contenidos de tu casa. | Puedes cubrir las mejoras locativas de tu casa. | No se necesitan relación de bienes para asegurar los contenidos de tu hogar. | En caso de siniestro, la indemnización es a valor comercial. | Contamos con cobertura de hurto de contenidos en caso de eventos como la llamada millonaria. | Los daños ocasionados por tu mascota pueden contar con cobertura a través de la responsabilidad civil familiar.","This product applies to owners or tenants. | You have fire and earthquake coverage for your home or its contents. | You can cover the structural improvements to your house. | No list of assets is needed to insure the contents of your home. | In case of a claim, compensation is at commercial value. | We have coverage for theft of contents in events such as the 'million-dollar call' (phone scam). | Damages caused by your pet may be covered through family civil liability.",,,familiar | hogar
plan_6e7dc13c55ed8223,Chubb,Seguro de Hospitalización + Dr. Kura (Plan Familiar),Hospitalization Insurance + Dr. Kura (Family Plan),salud,MX,325.00,MXN,https://www.chubb.com/mx-es/personas-y-familias/hospitalizacion.html,,"Nuestro seguro te otorga $2,000 pesos por cada día de hospitalización*, en Hospitales Públicos o Privados, en caso de enfermedad o accidente. | Al ser un seguro indemnizatorio, no tienes que justificar en qué gastas el dinero recibido. | Para contratar nuestro seguro de hospitalización no requieres presentar exámenes ni cuestionarios médicos. | Solo considera un periodo de espera de 30 días a partir de la fecha de contratación. | Después de transcurrir las primeras 24 horas de hospitalización recibe una suma por cada día que permanezcas hospitalizado Hasta por 15 días.* | Podrás usar el dinero de tu indemnización diaria en lo que tú y tu familia necesiten, sin tener que comprobar los gastos. | Recibe orientación de médicos calificados por videollamada o Chat, las 24 horas, los 365 días del año, esta asistencia se incluye en nuestro Seguro de Hospitalización.","Our insurance grants you $2,000 pesos for each day of hospitalization*, in Public or Private Hospitals, in case of illness or accident. | Being an indemnity insurance, you don't have to justify what you spend the received money on. | To contract our hospitalization insurance, you do not need to present medical exams or questionnaires. | Only consider a waiting period of 30 days from the contracting date. | After the first 24 hours of hospitalization, receive a sum for each day you remain hospitalized for up to 15 days.* | You can use the money from your daily indemnity for what you and your family need, without having to prove expenses. | Receive guidance from qualified doctors via video call or Chat, 24 hours a day, 365 days a year, this assistance is included in our Hospitalization Insurance.",18,69,familiar | auto
plan_d9c840a6daa708c1,Chubb,Seguro de Hospitalización + Dr. Kura (Plan Individual),Hospitalization Insurance + Dr. Kura (Individual Plan),salud,MX,225.00,MXN,https://www.chubb.com/mx-es/personas-y-familias/hospitalizacion.html,,"Nuestro seguro te otorga $2,000 pesos por cada día de hospitalización*, en Hospitales Públicos o Privados, en caso de enfermedad o accidente. | Al ser un seguro indemnizatorio, no tienes que justificar en qué gastas el dinero recibido. | Para contratar nuestro seguro de hospitalización no requieres presentar exámenes ni cuestionarios médicos. | Solo considera un periodo de espera de 30 días a partir de la fecha de contratación. | Después de transcurrir las primeras 24 horas de hospitalización recibe una suma por cada día que permanezcas hospitalizado Hasta por 15 días.* | Podrás usar el dinero de tu indemnización diaria en lo que tú y tu familia necesiten, sin tener que comprobar los gastos. | Recibe orientación de médicos calificados por videollamada o Chat, las 24 horas, los 365 días del año, esta asistencia se incluye en nuestro Seguro de Hospitalización.","Our insurance grants you $2,000 pesos for each day of hospitalization*, in Public or Private Hospitals, in case of illness or accident. | Being an indemnity insurance, you don't have to justify what you spend the received money on. | To contract our hospitalization insurance, you do not need to present medical exams or questionnaires. | Only consider a waiting period of 30 days from the contracting date. | After the first 24 hours of hospitalization, receive a sum for each day you remain hospitalized for up to 15 days.* | You can use the money from your daily indemnity for what you and your family need, without having to prove expenses. | Receive guidance from qualified doctors via video call or Chat, 24 hours a day, 365 days a year, this assistance is included in our Hospitalization Insurance.",18,69,auto
plan_fe3a79f1caebd0f6,Chubb,Accidentes Personales,Personal Accident Insurance,vida,CO,11600.00,COP,https://www.chubb.com/co-es/personas-y-familias/accidentes-personales-beneficios.html,,Incapacidad Total y Permanente por Accidente | Reembolso de Gastos Médicos por Accidente | Fractura de Huesos | Hospitalización en Unidad de Cuidados Intensivos | Desmembración por Accidente | Renta Diaria Hospitalización por Accidente,Total and Permanent Disability due to Accident | Reimbursement of Medical Expenses due to Accident | Bone Fracture | Hospitalization in Intensive Care Unit | Dismemberment due to Accident | Daily Hospitalization Income due to Accident,18,64.997,
plan_4ee2fc871d304642,Allianz,VitAllianz,VitAllianz,salud,CO,91800.00,COP,https://www.allianz.co/seguros/personas/salud/vitallianz.html,,Consultas médicas generales y especializadas | Exámenes diagnósticos y procedimientos ambulatorios | Terapias físicas y de rehabilitación | Telemedicina ilimitada para atención desde casa | Urgencias odontológicas domiciliarias | Programas de bienestar físico y emocional | Atención veterinaria general y conductual para mascotas (presencial y virtual),General and specialized medical consultations | Diagnostic exams and outpatient procedures | Physical and rehabilitation therapies | Unlimited telemedicine for at-home care | In-home dental emergencies | Physical and emotional well-being programs | General and behavioral veterinary care for pets (in-person and virtual),,,odontologia | mascotas
plan_bcd040001eeb8a49,Allianz,EsenciAll,Essential,vida,CO,135000.00,COP,https://www.allianz.co/seguros/personas/vida/esencial.html,,"Garantiza el bienestar de quienes amas. | Asegúrate rápidamente, con una solicitud sencilla y sin exámenes médicos. | Cobertura en todo el país y sin límites a tu actividad económica.","Guarantees the well-being of those you love. | Get insured quickly, with a simple application and no medical exams. | Coverage throughout the country and without limits to your economic activity.",18,54,Vida (Life Insurance)
